Date,Total_Value,Cash,Equity_Shares,Equity_Price,Oil_Shares,Oil_Price,Gold_Shares,Gold_Price,Bond_Shares,Bond_Price
2020-01-31,1024932.4819177957,50000.0,5143.933157260485,104.44068048772532,802.55098106767,56.36697443559847,67.02406807008582,1403.2967856567593,2825.9520953540127,105.59434930380816
2020-02-01,1024507.2765567394,50000.0,5143.933157260485,104.36490273452024,802.55098106767,57.42077715605781,67.02406807008582,1418.831427493615,2825.9520953540127,104.91410600952278
2020-02-02,1020560.6174914571,50000.0,5143.933157260485,103.77390129209851,802.55098106767,57.413027467726984,67.02406807008582,1415.6488464927677,2825.9520953540127,104.67098154002532
2020-02-03,1015967.2456257793,50000.0,5143.933157260485,103.24422358005545,802.55098106767,56.80896385660904,67.02406807008582,1428.2723122493437,2825.9520953540127,103.88185659055324
2020-02-04,1015956.3300669855,50000.0,5143.933157260485,103.57036623706584,802.55098106767,57.27817016929532,67.02406807008582,1423.4925763561057,2825.9520953540127,103.26444476968078
2020-02-05,1005837.7015980275,50000.0,5143.933157260485,101.95651179480024,802.55098106767,56.58314448695863,67.02406807008582,1422.2020658574877,2825.9520953540127,102.84944117227631
2020-02-06,1005106.9412626142,50000.0,5143.933157260485,102.08365693535096,802.55098106767,56.7014495818301,67.02406807008582,1447.3448051466544,2825.9520953540127,101.72949968975088
2020-02-07,1007010.0423806076,50000.0,5143.933157260485,102.82733061325716,802.55098106767,55.601104990294786,67.02406807008582,1443.1316488748416,2825.9520953540127,101.46168160854089
2020-02-08,1004326.3521657195,50000.0,5143.933157260485,102.45563382182206,802.55098106767,54.86750146503673,67.02406807008582,1438.0813286304588,2825.9520953540127,101.51672163275916
2020-02-09,993315.5579845771,50000.0,5143.933157260485,100.8697501470613,802.55098106767,54.97562069401909,67.02406807008582,1411.4393781147276,2825.9520953540127,101.10828093297316
2020-02-10,985153.4468681277,50000.0,5143.933157260485,100.35457940747044,802.55098106767,55.38309997738973,67.02406807008582,1421.2130263088272,2825.9520953540127,98.81022363802369
2020-02-11,983486.8337415226,50000.0,5143.933157260485,100.2304515138234,802.55098106767,55.47809041238198,67.02406807008582,1411.160389454765,2825.9520953540127,98.65785955887124
2020-02-12,977921.2689815777,50000.0,5153.0730843563415,99.15722610316875,818.991885678087,55.41396803907666,65.73735317569229,1413.2395006038123,2825.9520953540127,98.61123340972016
2020-02-13,982987.5280258369,50000.0,5153.0730843563415,99.18760490192916,818.991885678087,55.247365482538655,65.73735317569229,1408.7942495935588,2825.9520953540127,100.5002888046654
2020-02-14,982867.8328930099,50000.0,5153.0730843563415,99.35840130244904,818.991885678087,54.436529996117144,65.73735317569229,1402.5279252389637,2825.9520953540127,100.5272453104338
2020-02-15,991304.3375716247,50000.0,5153.0730843563415,100.56048563870084,818.991885678087,54.04607879388983,65.73735317569229,1400.8777078542705,2825.9520953540127,101.47217765169717
2020-02-16,988991.2542700536,50000.0,5153.0730843563415,100.39477437284803,818.991885678087,53.797694118042806,65.73735317569229,1400.305533417525,2825.9520953540127,101.04112902470128
2020-02-17,994857.7456296928,50000.0,5153.0730843563415,100.50700184050964,818.991885678087,54.3694180861227,65.73735317569229,1416.87145680075,2825.9520953540127,102.36137000685058
2020-02-18,990872.7370417223,50000.0,5153.0730843563415,99.95477966233264,818.991885678087,54.5565626980156,65.73735317569229,1438.5754601076578,2825.9520953540127,101.39907450340093
2020-02-19,989708.020838026,50000.0,5153.0730843563415,99.47895762566633,818.991885678087,53.60313791717422,65.73735317569229,1447.9670108673129,2825.9520953540127,101.91242396843124
2020-02-20,997121.6069852384,50000.0,5153.0730843563415,100.18194953788029,818.991885678087,53.77713889660189,65.73735317569229,1466.4962763458573,2825.9520953540127,102.7724693990518
2020-02-21,998591.5735292013,50000.0,5153.0730843563415,99.94730194124791,818.991885678087,53.57045087867443,65.73735317569229,1479.0759652651757,2825.9520953540127,103.48778340526631
2020-02-22,1009450.7050242908,50000.0,5153.0730843563415,100.77689259607314,818.991885678087,53.20904530795918,65.73735317569229,1486.409805720834,2825.9520953540127,105.75182432828184
2020-02-23,1009166.1306530421,50000.0,5153.0730843563415,100.72975149511774,818.991885678087,53.535509856862255,65.73735317569229,1508.1973283495256,2825.9520953540127,105.13565014684757
2020-02-24,1006658.5356353511,50000.0,5153.0730843563415,99.5841356741756,818.991885678087,54.090315816788525,65.73735317569229,1488.591497312781,2825.9520953540127,106.63259728230446
2020-02-25,1006364.6849762755,50000.0,5153.0730843563415,98.89650047943252,818.991885678087,54.596401052296855,65.73735317569229,1478.4374411629087,2825.9520953540127,107.87203967572536
2020-02-26,1017822.1397412985,50000.0,5153.0730843563415,101.31735839578909,818.991885678087,54.14013569487426,65.73735317569229,1466.3506040255982,2825.9520953540127,107.92541329892316
2020-02-27,1022532.4259506995,50000.0,5153.0730843563415,101.21562444973536,818.991885678087,53.97298625156501,65.73735317569229,1461.937853578071,2825.9520953540127,109.92881075576425
2020-02-28,1014528.1712311723,50000.0,5153.0730843563415,99.59379305755508,818.991885678087,54.15207548264869,65.73735317569229,1471.999758423808,2825.9520953540127,109.76781912204152
2020-02-29,1008150.2992798863,50000.0,5153.0730843563415,98.4665360335107,818.991885678087,54.682938610816024,65.73735317569229,1455.6766173981584,2825.9520953540127,109.79231825305926
2020-03-01,1004797.3456433977,50000.0,5153.0730843563415,97.76710723521836,818.991885678087,54.42153883684559,65.73735317569229,1463.014178880483,2825.9520953540127,109.78629780479169
2020-03-02,995746.3531477707,50000.0,5153.0730843563415,96.89765709500828,818.991885678087,54.32059410023464,65.73735317569229,1454.4505558423398,2825.9520953540127,108.39737491608976
2020-03-03,991808.7240801968,50000.0,5153.0730843563415,95.8383836181752,818.991885678087,53.722938502029905,65.73735317569229,1449.4114303463955,2825.9520953540127,109.2259871337208
2020-03-04,1000421.6779653999,50000.0,1920.0372905208933,97.25018916709372,319.773693434452,53.08412950806983,93.50510969832236,1452.3191907107364,5559.447746904217,109.88924487951664
2020-03-05,1003468.6305994601,50000.0,1920.0372905208933,97.89872768079752,319.773693434452,53.51720882591157,93.50510969832236,1476.9426911463595,5559.447746904217,109.77427375143075
2020-03-06,1013198.6394690537,50000.0,1920.0372905208933,97.70330014509334,319.773693434452,54.247974903902254,93.50510969832236,1466.459117467885,5559.447746904217,111.72623471208976
2020-03-07,1009268.1142652598,50000.0,1920.0372905208933,97.1312002417928,319.773693434452,54.20892493287233,93.50510969832236,1465.2850508341787,5559.447746904217,111.23881153696958
2020-03-08,997066.7488461992,50000.0,1920.0372905208933,96.97427123629804,319.773693434452,54.75566811357449,93.50510969832236,1449.5708472826998,5559.447746904217,109.3311523379417
2020-03-09,1011173.2316513843,50000.0,1920.0372905208933,98.71663173890076,319.773693434452,54.95404281622705,93.50510969832236,1439.1433893418075,5559.447746904217,111.43076218865818
2020-03-10,1014267.9620039511,50000.0,1920.0372905208933,97.86637773638397,319.773693434452,54.600664512261616,93.50510969832236,1423.5797552246663,5559.447746904217,112.5631642601024
2020-03-11,1015647.0442387474,50000.0,1920.0372905208933,96.33497134591995,319.773693434452,54.798345905166386,93.50510969832236,1427.0687346893374,5559.447746904217,113.27006700901411
2020-03-12,1015591.9531766425,50000.0,1920.0372905208933,96.98001593526207,319.773693434452,55.64767928919707,93.50510969832236,1433.1511084305162,5559.447746904217,112.88622884344404
2020-03-13,1020546.7278577572,50000.0,1920.0372905208933,97.96264915534908,319.773693434452,55.62774650062865,93.50510969832236,1443.031466360117,5559.447746904217,113.27306443987456
2020-03-14,1014677.2348167024,50000.0,1920.0372905208933,99.39508022776256,319.773693434452,56.50496730088867,93.50510969832236,1432.196942347328,5559.447746904217,111.85435465894476
2020-03-15,1012822.2808241735,50000.0,1920.0372905208933,99.04548956555782,319.773693434452,55.04390282947551,93.50510969832236,1439.4901946914956,5559.447746904217,111.60280570543836
2020-03-16,1006889.0838425221,50000.0,1920.0372905208933,98.70745061188757,319.773693434452,55.498174322468735,93.50510969832236,1441.119180246388,5559.447746904217,110.5987973245326
2020-03-17,1012291.4184227395,50000.0,1920.0372905208933,100.71384129703269,319.773693434452,55.5465048882607,93.50510969832236,1440.287138217079,5559.447746904217,110.8888144371096
2020-03-18,1017451.1959141169,50000.0,1920.0372905208933,101.31538125485572,319.773693434452,55.38066481627883,93.50510969832236,1422.5176105968128,5559.447746904217,111.9175805165392
2020-03-19,1011021.7304083019,50000.0,1920.0372905208933,101.2292227358462,319.773693434452,55.43150586686882,93.50510969832236,1424.6993399747653,5559.447746904217,110.75122394535384
2020-03-20,1016379.970415784,50000.0,1920.0372905208933,101.74006194240208,319.773693434452,54.34064322201509,93.50510969832236,1427.3368540944737,5559.447746904217,111.55699063572511
2020-03-21,1016867.8985035787,50000.0,1920.0372905208933,101.29744105348372,319.773693434452,54.22140312162619,93.50510969832236,1428.789600477388,5559.447746904217,111.78004648478505
2020-03-22,1022316.4766193407,50000.0,1920.0372905208933,101.60303410787228,319.773693434452,54.415380721672754,93.50510969832236,1434.5169325733275,5559.447746904217,112.54707668278743
2020-03-23,1022553.4769600977,50000.0,1920.0372905208933,101.8930058604979,319.773693434452,55.22555440079924,93.50510969832236,1444.515710253146,5559.447746904217,112.27478969676024
2020-03-24,1027035.8640909017,50000.0,1920.0372905208933,102.74652524337615,319.773693434452,54.94007721009547,93.50510969832236,1428.7413526015855,5559.447746904217,113.06801043136348
2020-03-25,1020106.2309899569,50808.802460383624,5303.629287250458,101.739510863291,180.02055392045983,54.497680982836066,55.05256866625454,1425.648678067849,3040.6151787077615,112.28400653067472
2020-03-26,1016688.860298685,50808.802460383624,5303.629287250458,102.10176493985298,180.02055392045983,54.224919901137056,55.05256866625454,1433.0207069875048,3040.6151787077615,110.41090578832237
2020-03-27,1005440.8975537719,50808.802460383624,5303.629287250458,100.9175779659684,180.02055392045983,54.72357483303077,55.05256866625454,1429.179710451513,3040.6151787077615,108.81721992038295
2020-03-28,1014705.5687175087,50808.802460383624,5303.629287250458,102.8281674980574,180.02055392045983,54.903775235655026,55.05256866625454,1442.9575856697031,3040.6151787077615,108.27149659307548
2020-03-29,1007177.5711087898,50808.802460383624,5303.629287250458,102.3980098930484,180.02055392045983,54.61368595131874,55.05256866625454,1444.259410022965,3040.6151787077615,106.53959447192496
2020-03-30,1001836.9391404951,50808.802460383624,5303.629287250458,100.717375976828,180.02055392045983,54.894720828607014,55.05256866625454,1416.299444126343,3040.6151787077615,108.20422576578666
2020-03-31,1017275.0990864641,50808.802460383624,5303.629287250458,103.55386843836756,180.02055392045983,54.94803715321241,55.05256866625454,1428.2383102853264,3040.6151787077615,108.11463605666202
2020-04-01,1017460.9030610897,50808.802460383624,5303.629287250458,103.0156786712486,180.02055392045983,55.48287471928104,55.05256866625454,1426.566776038086,3040.6151787077615,109.11308647087372
2020-04-02,1019154.0476962012,50808.802460383624,5303.629287250458,103.11355324594872,180.02055392045983,55.0947196025218,55.05256866625454,1401.542748818997,3040.6151787077615,109.97526958056932
2020-04-03,1009755.3562598153,50808.802460383624,5303.629287250458,101.38015761629347,180.02055392045983,54.91449049414148,55.05256866625454,1398.0112552494063,3040.6151787077615,109.98232707595824
2020-04-04,1020499.9825650246,50808.802460383624,5303.629287250458,101.32643314627563,180.02055392045983,54.69958790030058,55.05256866625454,1380.3913569514432,3040.6151787077615,113.94148264653504
2020-04-05,1040288.9698718952,50808.802460383624,5303.629287250458,103.03558920110052,180.02055392045983,53.90488076829887,55.05256866625454,1390.8267629527447,3040.6151787077615,117.32659529832898
2020-04-06,1049156.3842909264,50808.802460383624,5303.629287250458,103.76449554402164,180.02055392045983,54.06474062248898,55.05256866625454,1390.3283663292202,3040.6151787077615,118.97107348843518
2020-04-07,1035937.3038504905,50808.802460383624,5303.629287250458,102.0145560186072,180.02055392045983,54.206063863900994,55.05256866625454,1377.5444090014032,3040.6151787077615,117.89902025889734
2020-04-08,1037615.746510806,50808.802460383624,5303.629287250458,101.23896578560088,180.02055392045983,54.20883573834295,55.05256866625454,1388.7596087426805,3040.6151787077615,119.60063683405278
2020-04-09,1036593.5444216277,50808.802460383624,5303.629287250458,102.17280351505072,180.02055392045983,54.08181782663679,55.05256866625454,1395.1420493696105,3040.6151787077615,117.52755794501162
2020-04-10,1044763.1143744162,50808.802460383624,5303.629287250458,102.82535416396593,180.02055392045983,53.32175116936765,55.05256866625454,1391.8566707896834,3040.6151787077615,119.18063769200148
2020-04-11,1031984.7033182079,50808.802460383624,5303.629287250458,102.3268197091128,180.02055392045983,53.0979268004602,55.05256866625454,1374.6272670056228,3040.6151787077615,116.17284069650653
2020-04-12,1032351.4356632796,50808.802460383624,5303.629287250458,102.73393554655,180.02055392045983,52.91626396759731,55.05256866625454,1363.095038732206,3040.6151787077615,115.802890132277
2020-04-13,1029428.5711868424,50808.802460383624,5303.629287250458,101.51036617388152,180.02055392045983,52.49342723952549,55.05256866625454,1351.4570392845435,3040.6151787077615,117.21159024637234
2020-04-14,1024355.5057326497,50808.802460383624,5303.629287250458,100.19224998977126,180.02055392045983,52.40883108092095,55.05256866625454,1361.58337767775,3040.6151787077615,117.66395997111988
2020-04-15,1004620.7204058662,50052.97940434574,2423.612313974942,97.72505017392332,409.1825677834022,52.621017794392,32.163415879353245,1338.887838359685,5633.449611757998,115.9370086689934
2020-04-16,1008325.5059022424,50052.97940434574,2423.612313974942,98.63358232696687,409.1825677834022,53.62296762622736,32.163415879353245,1338.2555664832364,5633.449611757998,116.13461608144362
2020-04-17,1010532.7311270374,50052.97940434574,2423.612313974942,98.52989852759558,409.1825677834022,53.71666319232312,32.163415879353245,1334.9103097656753,5633.449611757998,116.58332353826376
2020-04-18,1012392.7574272179,50052.97940434574,2423.612313974942,98.5340586657318,409.1825677834022,53.855188978537335,32.163415879353245,1348.8056485319305,5633.449611757998,116.82231384340903
2020-04-19,1002582.8796261773,50052.97940434574,2423.612313974942,95.55517801999798,409.1825677834022,53.81511091000823,32.163415879353245,1351.948468194578,5633.449611757998,116.34748745116678
2020-04-20,1007911.37964501,50052.97940434574,2423.612313974942,95.5077621807547,409.1825677834022,52.792365502967534,32.163415879353245,1359.2036333225035,5633.449611757998,117.34661883906652
2020-04-21,1016567.7726273788,50052.97940434574,2423.612313974942,96.03551573676737,409.1825677834022,52.77837005638101,32.163415879353245,1352.0816454823237,5633.449611757998,118.69785434119078
2020-04-22,1010205.7013688729,50052.97940434574,2423.612313974942,94.04972303076964,409.1825677834022,52.81016815453878,32.163415879353245,1335.5395701489324,5633.449611757998,118.51497506592446
2020-04-23,1020929.2131326869,50052.97940434574,2423.612313974942,94.09130211984078,409.1825677834022,54.12716426700698,32.163415879353245,1331.1997760245315,5633.449611757998,120.32974783009236
2020-04-24,1020010.6643104723,50052.97940434574,2423.612313974942,94.0287460496172,409.1825677834022,54.02314481010478,32.163415879353245,1341.5856653038145,5633.449611757998,120.14186652099364
2020-04-25,1016048.1550713761,50052.97940434574,2423.612313974942,93.59224487671452,409.1825677834022,54.18629603298407,32.163415879353245,1352.0218692960395,5633.449611757998,119.55483327230696
2020-04-26,1028040.3510930147,50052.97940434574,2423.612313974942,94.82411495807902,409.1825677834022,54.16749027478786,32.163415879353245,1346.2127468231297,5633.449611757998,121.18814099098076
2020-04-27,1038952.986957066,50052.97940434574,2423.612313974942,95.84195444094712,409.1825677834022,53.53813146469213,32.163415879353245,1334.675030331175,5633.449611757998,122.798948438088
2020-04-28,1042312.7449382074,50052.97940434574,2423.612313974942,99.07502559804476,409.1825677834022,54.153486959699386,32.163415879353245,1320.6460490944107,5633.449611757998,122.03981750312823
2020-04-29,1034286.0535809615,50052.97940434574,2423.612313974942,97.88057593892992,409.1825677834022,54.56221968888241,32.163415879353245,1318.842927315993,5633.449611757998,121.10947098931956
2020-04-30,1047684.9351215749,50052.97940434574,2423.612313974942,98.30103312643348,409.1825677834022,54.995535852787135,32.163415879353245,1320.6450529181698,5633.449611757998,123.26527058364174
2020-05-01,1050999.3692765601,50052.97940434574,2423.612313974942,99.78653642117314,409.1825677834022,54.497680497106984,32.163415879353245,1340.2446994453471,5633.449611757998,123.13878897446412
2020-05-02,1049722.1288773317,50052.97940434574,2423.612313974942,99.0982039329658,409.1825677834022,55.26755813368283,32.163415879353245,1341.8986530942575,5633.449611757998,123.14283505450436
2020-05-03,1052021.8799677757,50052.97940434574,2423.612313974942,100.78846110605102,409.1825677834022,54.49819454789108,32.163415879353245,1350.160097732566,5633.449611757998,122.83260185095264
2020-05-04,1061914.3803381277,50052.97940434574,2423.612313974942,101.15691400030856,409.1825677834022,54.818961369408186,32.163415879353245,1339.663544783455,5633.449611757998,124.46674555317183
2020-05-05,1073380.7857714207,50052.97940434574,2423.612313974942,99.40535156706478,409.1825677834022,56.03299427713428,32.163415879353245,1340.2223144424831,5633.449611757998,127.1643432453566
2020-05-06,1070594.744902029,53488.00516648132,2111.2524456658925,98.13530843810702,1697.4648518419406,55.48070693382635,28.068394402555075,1342.1009926658398,5328.512296820229,127.25337243349048
2020-05-07,1085404.748034616,53488.00516648132,2111.2524456658925,97.56742518137771,1697.4648518419406,55.167408887225534,28.068394402555075,1340.2162556822357,5328.512296820229,130.36749905760811
2020-05-08,1081466.930696094,53488.00516648132,2111.2524456658925,97.4813784324322,1697.4648518419406,55.22241136407301,28.068394402555075,1339.923868518631,5328.512296820229,129.64660199509254
2020-05-09,1081657.421632647,53488.00516648132,2111.2524456658925,98.69613431345864,1697.4648518419406,54.94507870428712,28.068394402555075,1341.6161676651084,5328.512296820229,129.28047671337904
2020-05-10,1084869.4873451404,53488.00516648132,2111.2524456658925,98.60767329261012,1697.4648518419406,54.09963737725873,28.068394402555075,1348.0853824998346,5328.512296820229,130.15358265053746
2020-05-11,1082246.2828810117,53488.00516648132,2111.2524456658925,99.79738855279383,1697.4648518419406,54.13674241670972,28.068394402555075,1363.9385826867588,5328.512296820229,129.09457184636074
2020-05-12,1085201.7428223658,53488.00516648132,2111.2524456658925,99.90517964923124,1697.4648518419406,53.56468964008988,28.068394402555075,1333.385308591118,5328.512296820229,129.9496898044098
2020-05-13,1082497.6793100503,53488.00516648132,2111.2524456658925,99.9175483446264,1697.4648518419406,53.81896960578383,28.068394402555075,1348.3187261548458,5328.512296820229,129.27765132359315
2020-05-14,1069849.5470574794,53488.00516648132,2111.2524456658925,99.6262711437914,1697.4648518419406,53.32641276988715,28.068394402555075,1325.4477768147576,5328.512296820229,127.2967750078281
2020-05-15,1061737.1892974041,53488.00516648132,2111.2524456658925,100.60944519968167,1697.4648518419406,54.15937570277441,28.068394402555075,1329.546591313138,5328.512296820229,125.09783876056308
2020-05-16,1060029.799448157,53488.00516648132,2111.2524456658925,100.73979638833244,1697.4648518419406,53.73682758073724,28.068394402555075,1361.2375715036378,5328.512296820229,124.69343911941218
2020-05-17,1060948.4336589363,53488.00516648132,2111.2524456658925,100.0045187364942,1697.4648518419406,53.564040329042165,28.068394402555075,1360.658620267054,5328.512296820229,125.21526234413716
2020-05-18,1053441.7639317191,53488.00516648132,2111.2524456658925,100.33716536837449,1697.4648518419406,54.00157029723643,28.068394402555075,1363.1102722649573,5328.512296820229,123.52239275546188
2020-05-19,1052411.8264584579,53488.00516648132,2111.2524456658925,99.87934637496949,1697.4648518419406,53.34095819778996,28.068394402555075,1358.887644178008,5328.512296820229,123.74319025779872
2020-05-20,1052992.558050306,53488.00516648132,2111.2524456658925,99.36868607233846,1697.4648518419406,53.46242559888873,28.068394402555075,1367.9853086587536,5328.512296820229,123.9678910484114
2020-05-21,1055715.294299471,53488.00516648132,2111.2524456658925,100.55084498988292,1697.4648518419406,54.16584314149356,28.068394402555075,1372.949252933888,5328.512296820229,123.76024281650726
2020-05-22,1047571.4151313547,53488.00516648132,2111.2524456658925,100.39072846249832,1697.4648518419406,53.30209717916864,28.068394402555075,1363.698771382008,5328.512296820229,122.61920985217807
2020-05-23,1053839.3315211262,53488.00516648132,2111.2524456658925,102.55669960505462,1697.4648518419406,53.40060180633291,28.068394402555075,1362.1402314622594,5328.512296820229,122.91414059477016
2020-05-24,1054316.2993967321,53488.00516648132,2111.2524456658925,103.31354147107628,1697.4648518419406,53.53956127011143,28.068394402555075,1346.99043622473,5328.512296820229,122.7393141721455
2020-05-25,1059773.129258698,53488.00516648132,2111.2524456658925,102.5254103267838,1697.4648518419406,53.95978637304529,28.068394402555075,1345.389259076216,5328.512296820229,123.9502335503987
2020-05-26,1048206.7767381057,53488.00516648132,2111.2524456658925,101.6734679578586,1697.4648518419406,53.29644149439739,28.068394402555075,1339.7588850810846,5328.512296820229,122.35811055921936
2020-05-27,1044913.0894778098,52003.55712450651,6346.943178249814,100.41973839267962,250.3656775575521,52.5973111231246,19.6312834707227,1341.5894540655502,2580.012858928287,122.4976353879094
2020-05-28,1044675.2956853764,52003.55712450651,6346.943178249814,101.03007190748714,250.3656775575521,52.872556036218946,19.6312834707227,1332.0990507923136,2580.012858928287,120.94952333136324
2020-05-29,1038450.3029500425,52003.55712450651,6346.943178249814,100.16832910686522,250.3656775575521,53.029812822686274,19.6312834707227,1329.2456686551916,2580.012858928287,120.6631230945296
2020-05-30,1020853.373816147,52003.55712450651,6346.943178249814,97.92441486998872,250.3656775575521,53.16281522356593,19.6312834707227,1329.362285504593,2580.012858928287,119.3489740047362
2020-05-31,1007928.7224229439,52003.55712450651,6346.943178249814,96.32053598839556,250.3656775575521,53.347316260754546,19.6312834707227,1330.4051496479758,2580.012858928287,118.25921635255524
2020-06-01,1001185.2758088921,52003.55712450651,6346.943178249814,95.26287280617407,250.3656775575521,52.98577201027485,19.6312834707227,1334.0592433274726,2580.012858928287,118.2546680138379
2020-06-02,1001489.8464630609,52003.55712450651,6346.943178249814,95.5843101298664,250.3656775575521,53.10897644278057,19.6312834707227,1331.7377657084269,2580.012858928287,117.5876766286082
2020-06-03,1005305.3833767748,52003.55712450651,6346.943178249814,95.5053679329573,250.3656775575521,53.2648525369771,19.6312834707227,1321.3021710530982,2580.012858928287,119.32503876200852
2020-06-04,1014625.6493437464,52003.55712450651,6346.943178249814,96.41009117557162,250.3656775575521,52.88571012446487,19.6312834707227,1322.387052124273,2580.012858928287,120.74040596864046
2020-06-05,1011819.5530399199,52003.55712450651,6346.943178249814,95.5394231486698,250.3656775575521,53.88170080128329,19.6312834707227,1320.023973302542,2580.012858928287,121.71598737743014
2020-06-06,1012661.5394528732,52003.55712450651,6346.943178249814,95.2300361981221,250.3656775575521,54.137615864123745,19.6312834707227,1333.619073274017,2580.012858928287,122.67516329399564
